User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text,Sentiment,Kategori_Operasional,Urgency_Level
Erlina iik,Ya,20,4,2 tahun lalu,Tidak,"Sambelnya pedes-pedes, ada beberapa pilihan lauk. Kalo laper malem-malem bisa jadi opsi. Petenya gede-gede.",Positif,Produk/Makanan,Rendah
andreas dony s,Bukan,3,4,setahun lalu,Tidak,TANYAKAN DULU HARGA SEBELUMNYA.BIAR TIDAK KAGET PAS BAYAR DI KASIR.SOALNYA TIDAK ADA BUKU MENUNYA.,Negatif,Harga,Sedang
Lamianto Anto,Ya,48,5,4 tahun lalu,Ya,"Ikannya segar segar sambel mak nyoss Ada ayam,bebek,tahu tempe terong sangat terkenal banyak artis makan disitu juga mantap puooll",Positif,Produk/Makanan,Rendah
Nyunyun Ssss,Bukan,2,1,8 tahun lalu,Tidak,Gila.... makan ber3 sama suami dan anak hbs hmpir 250rb 😲😲😲 Rasa biasa Harga luar binasa Habis makan jd kepikiran.. …,Negatif,"Produk/Makanan, Harga",Sedang
arifa fitria,Ya,63,1,5 tahun lalu,Tidak,"Harga mahal,, ngak cocok sama rasanya,, tempat kurang bersih,, mending makan di restoran seafood terkenal untuk tempat, kebersihan harga dan rasanya terjamin",Negatif,"Produk/Makanan, Harga",Sedang
Rina Purwaningsih,Ya,135,1,Diedit 7 tahun lalu,Tidak,"Harga tidak sebanding dengan menu dan fasilitas yang ditawarkan. Harga terlalu MAHAL, rasa biasa, tempat gak nyaman. Tidak pernah ingin datang lagi. Terimakasih",Negatif,"Suasana/Tempat, Harga",Sedang
Titis Werdianti,Ya,87,3,7 tahun lalu,Tidak,Padin adalah salah satu tempat makan yang biasa dikunjungi oleh wisatawan dari luar surabaya dengan rasa yang cukup enak namun harganya mahal untuk ukuran penyetan di kota surabaya. Variasi makanan cukup banyak.,Netral,"Produk/Makanan, Harga",Rendah
Lyora Adiwinata,Ya,35,1,3 tahun lalu,Tidak,"yang punya resto ga berkah nih, makan berdua aja hampir abis setengah juta.. gilee lu tau gitu gue makan di PTC",Negatif,Harga,Sedang
Hasrah Junaidi,Ya,31,5,3 tahun lalu,Tidak,Masakannya muantapp dan sambal yang aduhai..klo harga yaa gitulah krn kebanyakan artis yg makan di sini,Positif,"Produk/Makanan, Harga",Rendah
Ratna ummu Alfath,Bukan,4,1,2 tahun lalu,Tidak,Harga super duper overprice... Suasana panas... Tempatnya juga kurang bersih dan banyak lalat...,Negatif,"Suasana/Tempat, Harga",Sedang
Liena Hari P,Bukan,1,2,4 tahun lalu,Tidak,"Makanannya enak , tp jadi B ajah .. pelayanan 👎🏿 Makan belum selesai uda di beresin 🤣🤣 ada2 aja pelayanan macam ni .. …",Negatif,"Produk/Makanan, Pelayanan/Staf",Sedang
Wahyu Suryajaya,Ya,27,4,8 tahun lalu,Tidak,"Bagi yang suka makanan pedas dan mau makan pagi ,siang ,sore malam atau dini hari ga usah bingung ,makan di sini buka 24 jam dng menu penyetan dan gorengan ikan ,tahu ,tempe ,udang ,lele dll Rasanya mantap dan nikmat",Positif,Produk/Makanan,Rendah
Udin Udines,Ya,109,1,6 tahun lalu,Tidak,Sangat mahal tidak rekom untuk kalangan bawah menengah...kalau rasa sih lumayan enak dan sambalnya pedas mantap untk hrg kurang rekom...,Netral,"Produk/Makanan, Harga",Rendah
m zamroni,Bukan,3,5,setahun lalu,Ya,Cukup tau.... Monggo dilihat harganya...,Negatif,Harga,Sedang
Para Meshwa,Ya,73,5,7 tahun lalu,Tidak,"Sambel korek pedes mantep, porsi nasi besar, ukuran gelas jumbo. Tapi sayang, pesenan minum lama datang, keburu kepedesan",Netral,"Produk/Makanan, Pelayanan/Staf",Rendah
Arindradita Primaloka,Ya,17,5,7 tahun lalu,Tidak,"Sambel tomatnya joss, g pelit bener bener disediain 1 piring tembikar sendiri. teh nya khas teh jawa timuran banget. Gurame bakarnya recomended",Positif,Produk/Makanan,Rendah
Joko Priyanto,Ya,42,5,5 tahun lalu,Ya,Menu seafood segar di surabaya bayak artis indonesia yang berkunjung di Padin,Positif,Produk/Makanan,Rendah
runica yuriko,Ya,41,5,4 tahun lalu,Ya,Pilihannya byk n puas makan di sini.. cucok.,Positif,Produk/Makanan,Rendah
Sun,Ya,21,3,8 tahun lalu,Tidak,"Lebih mahal dri tempat lain , bagi penimat kuliner budget terbatas pikir2 lagi untuk makan disini , klo rasa tergolong enak",Netral,"Harga, Produk/Makanan",Rendah
Muhammad Fauzi,Ya,235,5,4 tahun lalu,Tidak,"Tempat yang cocok dikunjungi bersama rombongan anda, tersedia aneka seafood, ayam, bebek. Lingkungan nyaman dan tersedia banyak kursi. dan ada area tambahan di lantai 2",Positif,"Suasana/Tempat, Produk/Makanan",Rendah
Christian,Ya,93,3,7 tahun lalu,Tidak,Harga kayaknya terlalu kemahalan tidak sesuai dengan kualitas .seekor gurami 80rb kayak beli di restoran yang ber AC dan tempatnya bersih,Negatif,"Harga, Produk/Makanan",Sedang
Hendriansyah Mochamad,Ya,675,4,2 tahun lalu,Ya,"Pelayanan bagus cepat, ikan bakar mantap bumbunya, semua sambal wooww nendang, jangan coba2",Positif,"Pelayanan/Staf, Produk/Makanan",Rendah
Ooo Boys,Ya,17,1,9 tahun lalu,Tidak,Harganya seram.. Penyet seram …,Negatif,Harga,Sedang
Siens Harianto,Ya,344,4,9 tahun lalu,Tidak,"Rumah makan aneka penyetan: seafood, ayam, bebek, daging, paru, tempe, tahu, dll. Buka 24 jam dengan harga yang relatif mahal.",Netral,"Produk/Makanan, Harga",Rendah
Nur Wahyuni,Ya,12,5,8 bulan lalu,Tidak,"Suasana ramai malam hari, pelayanan ramah",Positif,"Suasana/Tempat, Pelayanan/Staf",Rendah
Hendra Ayuni,Ya,17,1,7 tahun lalu,Tidak,"Ikan 2 tempe 2 sambel 2 nasi 2 es kopyor 2 Ikan jg gak seger, digoreng ulang.. Tapi hargae bro sangat ngeri..total hampir 150.000 hehehe",Negatif,"Produk/Makanan, Harga",Sedang
Yanuar Pamungkas,Ya,98,5,4 tahun lalu,Tidak,"Banyak pilihan menu untuk lauknya..ada ayam, telur, ikan, tahu, tempe, hati ampela, babat, pete, terong, dll..untuk sambelnya bisa milih tingkat kepedasannya",Positif,Produk/Makanan,Rendah
Didik Muryanto,Bukan,1,1,setahun lalu,Tidak,Tidak fair harga karena tidak ada list Siap siap aja waktu bayar,Negatif,Harga,Sedang
lif 's,Ya,67,5,3 tahun lalu,Tidak,"Ikan bakar dan goreng dengan pilihan sambal beraneka ragam. Tingkat kepedasan bisa request. Selain ikan²an, ada pilihan bebek, udang, tahu, tempe, dll.",Positif,Produk/Makanan,Rendah
Hendrik S,Ya,30,4,7 tahun lalu,Tidak,Masakan enak.... pilihan menu lumayan banyak.... suasana menyenangkan.... hanya yang di dalam ruangan ac nya kurang dingin.... kalo yang luar lesehan lumayanlah karena ac nya alami alias angin cepoi cepoi... 🤣🤣🤣🤣 …,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Dani Mailandi,Bukan,1,1,6 tahun lalu,Tidak,"Pelayanan sangat buruk,sampai selesai makanpun minuman belum di antar,untuk rasa yg biasa saja harganya termasuk mahal,benar2 kecewa,terutama pada pelayanan.",Negatif,"Pelayanan/Staf, Harga",Sedang
Danar Yutono,Ya,24,1,setahun lalu,Tidak,"menunya biasa saja, tapi harganya terlalu mahal. harga minumannya juga mahal.",Negatif,"Produk/Makanan, Harga",Rendah
Wahyu Cruise,Ya,46,1,3 tahun lalu,Tidak,Mending makan di mall sekalian. Daripada disini.. Di mall dapet tempat bersih + adem.. Itupun harga masih dibawah warung ini.. Wkwkwkw. Warung jahanam.. Ajimumpung.,Negatif,"Suasana/Tempat, Harga",Sedang
Arif Faisal,Ya,149,1,8 tahun lalu,Tidak,"kalau untuk kalangan menengah ke bawah mahal bangett,,gk sesuai sma rasa nya,gk ada daftar harga ,,langsung maen total aj,,masakan nya biasa"" aj,,",Negatif,"Produk/Makanan, Harga",Sedang
Cheristia Apremiastanty,Bukan,8,1,4 tahun lalu,Tidak,"Padahal pesen bebek tpi dikasih ayam kita komplain tpi kasirnya sewot gk ramah, pelayan kurang banget. Tolong ya kita beli disini ngga minta !!",Negatif,"Pelayanan/Staf, Produk/Makanan",Sedang
Ivan Ghazyan Permana,Ya,70,1,7 tahun lalu,Tidak,"Gila boss mahalnyaa rasa juga standar, kalo diturunin harganya bisa worth it. Dan kebersihannya boss, kurang sekali.",Negatif,"Harga, Suasana/Tempat",Sedang
Rosita Men,Bukan,2,2,2 tahun lalu,Tidak,mahal gk masuk di akal esteh 3 39rb nadi 2 22 rb gurami 120,Negatif,Harga,Sedang
andi satiawan,Ya,65,5,8 tahun lalu,Tidak,Sambelnya manknyoos... pilihan lauknya banyak dr pete sampe ikan dorang n paru limpa babat dr goreng sampe bakar (wlopun harganya terkadang agak emejing),Positif,"Produk/Makanan, Harga",Rendah
bachtiar redy,Ya,501,2,5 tahun lalu,Tidak,"sbg pendatang, tmpt ini direkomendasikan oleh salahsatu foodvloger yg katanya kalau baru sampai turun kereta dari pasarturi mampirlah kesini, setelah saya buktikan ternyata betul😌😅 asli gw dr luarkota ga menyangka🙏😁 …",Positif,Suasana/Tempat,Rendah
Ricardo Sinaga,Ya,32,1,6 tahun lalu,Tidak,"Harga mahal. Gurame kecil 75. Penjual seolah olah menutupi harga. JANGAN PERNAH KE SINI GUYS, RASA GA ENAK HARGA GA JELAS,",Negatif,"Harga, Produk/Makanan",Sedang
Andri Arfianto,Ya,50,1,2 tahun lalu,Tidak,"Depot artis, rasanya B saja.harganya di luar nurul untuk menu ikan ikanan",Negatif,"Produk/Makanan, Harga",Rendah
Ika Kurnia,Ya,407,3,6 tahun lalu,Tidak,"tempat makan 24 jam, letaknya di dekat blauran atau sblm mal BG Junction.banyak pilihan makanan penyetan dan sambel koreknya sangat pedas banget",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
andy leonardo brughman,Ya,213,4,5 tahun lalu,Ya,"Menunya komplit, sambalnya mantap n kalo makan diatas jam 23:00 yg beli cantik2",Positif,Produk/Makanan,Rendah
Susi Herawati,Ya,50,5,7 tahun lalu,Tidak,"Favorit bnget kalau anda suka pedess(jangn lupa make sure sambalnnya ""pedes banget"". Aq favorit suka pencit pedes.. Itu membuat kita gak bisa ngomong, sangking pedesnya",Positif,Produk/Makanan,Rendah
nofi yanti,Bukan,5,5,10 bulan lalu,Ya,Sambal nya enak,Positif,Produk/Makanan,Rendah
Fahd Fahd,Ya,15,1,5 tahun lalu,Tidak,"G enak larangg.. Mosok makan lele seporsi, trs bebek, minum teh es 3 bji hbz 99rb.. Larang.. rasa SNI",Negatif,"Produk/Makanan, Harga",Sedang
Sujatmiko Pujitono,Ya,182,3,9 tahun lalu,Tidak,Warung bebek legendaris. Sejak aku kecil sudah ada. Sekarang makin besar dan jualan macem-macem. Tapi entah kenapa rasanya jauh lebih enak dulu.,Netral,Produk/Makanan,Rendah
Welly Gunawan,Ya,17,1,2 tahun lalu,Tidak,Harganya kaga masuk akal... Untuk tempat seperti itu... Rasa juga B saja.. maapkeun review jujur saya..🙏🙏 …,Negatif,"Produk/Makanan, Harga",Sedang
GALIH NUGROHO,Ya,259,4,3 tahun lalu,Tidak,"Bumbu meresap, sambel enak, tapi daging ikan laut nya sepertinya pas dapat yg udah kelamaan kena es",Netral,Produk/Makanan,Sedang
Ibrahim Khalil,Bukan,8,1,2 tahun lalu,Tidak,MAHAL... MAHALL... MAHALL.... …,Negatif,Harga,Sedang
PITTER ENDRA,Bukan,2,4,2 tahun lalu,Tidak,Makanannya enak menunya variasi cuma suasana dan layanan krng maksimal tmpt nya agak panas krng comfort,Netral,"Produk/Makanan, Pelayanan/Staf",Sedang
Aerdie86 Mardotilah,Ya,4,1,8 tahun lalu,Tidak,Makan kesana puas si air teh nya cuma tenyata bayar untuk ukuran warung harganya mahal tempat nya juga kurang nyaman Kebersihanya juga kurang terjaga,Negatif,"Harga, Suasana/Tempat",Sedang
Annisa Kurnia,Bukan,8,5,4 tahun lalu,Tidak,"Jujur makanannya enak, bebek, babat, ayam, sambelnyapun sedep semua. Cuman pertama kali kesini, pesen gurame juga dan kerasa bau lumpur:"")",Netral,Produk/Makanan,Sedang
R Kurniawan,Ya,38,1,8 tahun lalu,Tidak,"Rasa pas pasan, bebek basi!! Harga yang mahal sekali untuk segelas es jeruk, overprice, ga pantes harga sama kualitas tempat dan makanan.",Negatif,"Produk/Makanan, Harga",Tinggi
Bryan Wicaksono,Ya,1075,4,7 tahun lalu,Ya,Rada mahal. Tapi rasanya enak dan 24 jam.,Positif,"Produk/Makanan, Harga",Rendah
Veronyc s,Bukan,1,3,6 tahun lalu,Tidak,Mahal dan gak ada price list. Ikan dihargai 90rb tanpa ada di timbang. Rasa ikannya enak,Negatif,"Produk/Makanan, Harga",Sedang
Surabaya Hebat,Bukan,1,1,setahun lalu,Tidak,Super duper mahal pelayan jelek tempat jeleek. Kecewaa,Negatif,"Pelayanan/Staf, Suasana/Tempat",Sedang
Riris _ay33,Bukan,5,1,2 tahun lalu,Tidak,"Sumpah mahal banget dan tidak enak,utk yg mau makan kesini mending jangan",Negatif,"Produk/Makanan, Harga",Sedang
MAMI VIRANDIO,Ya,51,2,Diedit setahun lalu,Tidak,"Harga tidak tercantum, dan ternyata mahal untuk rasa makanan yg biasa aja.",Negatif,"Produk/Makanan, Harga",Sedang
Nadhira Binjou,Ya,20,1,2 tahun lalu,Tidak,"Kumuh, taste gak sesuai sama harga. Gak worth to buy. Berasa dirampok",Negatif,"Suasana/Tempat, Produk/Makanan",Sedang
Setia Hati,Bukan,2,1,3 tahun lalu,Tidak,Mending jangan beli disini.....harganya tidak banget masak minum es jeruk aja 50k..........😤😤😤🖕🖕🖕🖕🖕🖕👎👎👎👎👎👎👎👎👎👎rasanya gak enak bangett …,Negatif,"Produk/Makanan, Harga",Sedang
Anis Nuryawati,Bukan,2,1,2 tahun lalu,Tidak,"Menu,rasa dan harga tidak cocok/tidak sebanding Semoga selalu berkah usahanya",Negatif,"Produk/Makanan, Harga",Rendah
Galuh,Ya,32,4,8 tahun lalu,Tidak,"Ikan sama udangnya seger banget. Sambelnya wajib coba semua tapi harganya, mungkin, sedikit mahal daei warung kebanyakan",Positif,"Produk/Makanan, Harga",Rendah
Much Zain,Ya,16,3,4 tahun lalu,Tidak,"harga muahall, rasanya malah banyak yg lebih enak di warung penyetan kaki lima dg harga yg jauh lebih murah",Negatif,"Produk/Makanan, Harga",Rendah
zya fatma,Ya,107,2,7 tahun lalu,Tidak,Harga makanan dengan rasa makanan yg didapat kurang dr ekspektasi.. mahal iya secara rasa makanan banyak yg lebih enak di PKL. Secara tempat jg bukan resto elit..,Negatif,"Produk/Makanan, Harga",Rendah
Difotoin Ancha,Ya,215,4,7 tahun lalu,Ya,"bingung mau cari makan disurabaya tengah malam??? disini tempatnya. masakannya lumayan enak, yg penting bisa mengisi perut lapar",Positif,Produk/Makanan,Rendah
Ivan Arista,Ya,44,3,setahun lalu,Tidak,Nasi putih 1 porsi belasan ribu rupiah (Lupa pastinya),Negatif,Harga,Rendah
Dea M,Ya,185,1,Diedit 5 tahun lalu,Tidak,Nggak kesini lagi dech...terlalu mahal untuk makan lalapan yang biasa2 aja.pas kesana penunggunya riwa riwi alias si mouse😵 …,Negatif,"Harga, Suasana/Tempat",Sedang
Gacha Lover,Ya,53,3,7 tahun lalu,Tidak,Tempat aduh banyak lalat.. kurang bersih.. sambal mentahnya enak.. sayang harga selangit.. restoran aja kalah sama padin harganya.,Negatif,"Suasana/Tempat, Produk/Makanan",Sedang
Awangwsnt Production,Ya,27,4,4 tahun lalu,Tidak,"Rasa enak, buka 24 jam, tapi lumayan mahal ber 2 makan disini habis sekitar 260K",Netral,"Produk/Makanan, Harga",Rendah
Okky Firmansyah,Bukan,3,1,setahun lalu,Tidak,"SANGAT TIDAK WORTH IT,HARGA SETINGGI HARAPAN ORANG TUA.",Negatif,Harga,Rendah
Dewi lestari,Ya,9,2,6 tahun lalu,Tidak,"Makananya enak, tapi tarif sangat mahal. Jadi tidak bisa didatangin setiap hari seperti hal umum warung lainnya",Negatif,"Produk/Makanan, Harga",Rendah
Reyhan Rahadi,Ya,200,4,8 tahun lalu,Tidak,Sambelnya mantap. Ramainya biasanya waltu malam tempat yg ber Ac udah bersih . Namun yang di luar masih agak kotor,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
ratih puspitorini,Bukan,10,2,7 tahun lalu,Tidak,Mahal pake bgt...es teh doang 6rb ato 8rb...pokoknya luar biasa...rasa lumayan...enaknya biasa aja...,Negatif,"Harga, Produk/Makanan",Rendah
Hadi Lumar,Ya,152,5,3 tahun lalu,Tidak,"salah satu tempat makan paling favorit klo lg k Surabaya, pilihannya banyak dgn citarasa yg pas dilidah",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Fatikatul Istikharoh,Bukan,4,1,setahun lalu,Tidak,"Harga tidak masuk akal sama sekali,, tempat kumuh",Negatif,"Harga, Suasana/Tempat",Sedang
Save Heart 1,Bukan,1,1,setahun lalu,Tidak,"3 orang makan 400 ribu, Rasa B aja.",Negatif,"Harga, Produk/Makanan",Sedang
Retno Andriyani,Bukan,6,1,5 tahun lalu,Tidak,"Cukup sekali ke tempat ini,, pelayan ga ada ramah2nya,, rasa biasa aja dan harga selangit",Negatif,"Pelayanan/Staf, Harga",Sedang
Dhenbagus Bagus,Ya,281,5,3 tahun lalu,Tidak,"enak, nyaman, dan tinggal pilih. itupun buka 24 jam dg aneka sambel yg cocok banget",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Tedy,Ya,71,1,3 tahun lalu,Tidak,"Rasa biasa aja, sekelas kaki lima, HARGA sekelas Restoran mewah, ora masuk akal harga nya,",Negatif,"Produk/Makanan, Harga",Sedang
MaxMaxMax MillianMuss,Ya,46,1,7 tahun lalu,Tidak,Seriously ada yang ngereview bintang 5? Pasti karyawannya sendiri itu. Not recommend at all trust me. Rasa tidak enak harga bintang 5 👎👎👎👎👎👎👎👎👎👎 …,Negatif,"Produk/Makanan, Harga",Sedang
Adi Prastyo,Bukan,1,1,7 tahun lalu,Tidak,kejebak makan di situ makanannya kurang enak rasanya harganya mahal tak kira harga kaki lima e ternyata tampilan kaki lima harga bintang lima jangan deh makan di situ bakal kecewa,Negatif,"Produk/Makanan, Harga",Sedang
Alifah Putri,Ya,78,3,9 tahun lalu,Tidak,"Sambalnya cocok,tpi sayang buat cuci tangan/wastafel kurang bersih dan kran nya perlu diperbaiki",Netral,"Produk/Makanan, Fasilitas/Parkir",Sedang
Deni Hertanto,Ya,43,4,8 tahun lalu,Tidak,"Menu nya banyak pilihan dan di masak dadakan., tdk lupa dengan sambal extra pedas nya luar biasa mantap..., patut dicoba... 👍👍👍 …",Positif,Produk/Makanan,Rendah
Ardianto Tan,Ya,949,2,8 tahun lalu,Tidak,"Harga nya gk banget sie, rasa nya pas2an banget walau gk bisa di bilang gk enak, udah gitu pelayanan nya kurang banget",Negatif,"Harga, Pelayanan/Staf",Sedang
Javasarana,Bukan,12,1,Diedit 8 tahun lalu,Tidak,"Sebelum makan berdoa dulu dan cek kebersihan peralatan makan sebelum dipakai bila masih kotor boleh minta ganti, ""gratis"".",Negatif,Fasilitas/Parkir,Tinggi
Rifqi Firmansyah,Ya,6,1,2 tahun lalu,Tidak,Harga makanan mahal banget gk masuk akal & rasa B aja.,Negatif,"Harga, Produk/Makanan",Sedang
Michael Cristiano,Ya,103,1,6 tahun lalu,Tidak,Tempat nya sih mudah di jangkau di pinggir jalan blauran tempat nya kurang bersih harganya cukup mahal dan rasa nya juga kurang mantap .,Negatif,"Suasana/Tempat, Harga",Sedang
Supra Edogawa,Bukan,1,1,6 tahun lalu,Tidak,Rasa biasa aja.menang di sambel doang.klo kesini dianjurkan yg bayar di kasir jangan punya riwayat penyakit jantung yg guys..,Negatif,"Produk/Makanan, Harga",Sedang
Handy hugoz,Ya,88,5,7 tahun lalu,Tidak,"depot nya sangat strategis, dekat bgjunction mall. makanan nya jg banyak, terutama ikan goreng, babat juga ada. hrga nya terjangkau, selera rakyat.",Positif,"Suasana/Tempat, Produk/Makanan",Rendah
Tikno majid,Ya,952,3,6 tahun lalu,Tidak,"Sambelnya saya suka. Sayang ikan & lauk lainya diler terbuka, tdak dlm etalase. Debu dan lalat jalanan pada nempel.",Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Rakhmat Nopliardy,Ya,440,5,8 tahun lalu,Ya,Makanan tradisional ikanbakar dengan sambel pedas dan sambel tomat,Positif,Produk/Makanan,Rendah
Arya Pradana Wicaksono,Ya,220,1,7 tahun lalu,Tidak,Nggak enak. Mahal pula. What a shame bisa2 nya artis2 ke sini. Yg lebih enak masih banyak. Tapi serius emang ga enak. :(,Negatif,"Produk/Makanan, Harga",Sedang
Romy Bachtiyar,Ya,107,5,3 tahun lalu,Tidak,"Tempatnya strategis gampang d cari,ramai,parkiran tertata, menu 👍👍👍bagi pencinta pedas …",Positif,"Suasana/Tempat, Fasilitas/Parkir",Rendah
Fery Fadhly,Ya,58,4,3 tahun lalu,Tidak,"Biasa aja sih rasanya, cuman terkenal aja 24 jam, klo laper tengah malam bisa cus kesini",Netral,Produk/Makanan,Rendah
syahwan tabroni,Bukan,3,1,7 tahun lalu,Tidak,"G bgt, rasa g sesuai sama harga, sangat2 mahal klo sekelas warung pinggiran, g bakal ngulang lg deh 👎👎👎👎👎👎👎 …",Negatif,"Produk/Makanan, Harga",Sedang
Herawati Susi,Bukan,3,5,7 tahun lalu,Tidak,Kalau kalian suka atau penikmat cabe.. Ini tempatnnya ( jngn lupaa korek pedes banget pakai mangga) uhh paling toop,Positif,Produk/Makanan,Rendah
KRS Project,Ya,2,1,5 bulan lalu,Tidak,Tidak cocok untuk rakyat jelata,Negatif,Harga,Sedang
Muhammad Ismed Abdat,Ya,10,2,Diedit 3 tahun lalu,Tidak,Rasa B aja Ng ada pricelist Waktu bayar eh lah harga menggila …,Negatif,"Produk/Makanan, Harga",Sedang
yokha pratama,Ya,144,2,8 tahun lalu,Tidak,"Mahall, ga ada daftar harganya pula. Tinggal ambil aja begitu totalan kaget dah ngerti harga per itemnya",Negatif,Harga,Sedang
Chris Jeniard,Ya,43,3,7 tahun lalu,Tidak,Makanannya enak sih. Cuma agak mahal sama kurang bersih aja tempatnya,Negatif,"Produk/Makanan, Harga",Sedang
Friyant Fatin,Ya,108,1,9 tahun lalu,Tidak,Kebersihan kurang Rasa kurang Harga mahal …,Negatif,"Suasana/Tempat, Produk/Makanan",Sedang
Ida Bagus Adie Harymbawa,Ya,103,5,4 tahun lalu,Tidak,Sambalnya enak. Harga akan mahal kalau pesannya Ikan. Kalau selain Ikan masih normal untuk depot.,Netral,"Produk/Makanan, Harga",Rendah
Afifudin Rifki,Ya,193,3,5 tahun lalu,Tidak,"harganya sangat mahal sekali banget, sambelnya khas krn ada rasa jeruk2nya",Negatif,"Harga, Produk/Makanan",Sedang
Lely Mahardhika,Bukan,2,1,2 tahun lalu,Tidak,mahal sekali dan tidak worth it sama sekali 🤣 cari tempat lain aja drpd ketipuu …,Negatif,Harga,Sedang
Casper Vvip,Ya,33,1,7 tahun lalu,Tidak,Mahal banget gak umum hanya untuk menu sambelan. Tempatnya jorok rasanya dibawah rata2,Negatif,"Harga, Produk/Makanan",Sedang
Fahmi Ilhamsyah,Ya,66,5,2 tahun lalu,Tidak,"Makanannya enak, sambalnya maknyus... cocok makan bareng teman-teman atau pasangan... mantapp",Positif,Produk/Makanan,Rendah
Rion Dwi Saputra,Ya,44,1,5 tahun lalu,Tidak,"Nasinya Kuning. Sambalnya besar cobek nya doank, rasanya gak banget. Ayamnya kerass, gak sesuai pokoknya..",Negatif,Produk/Makanan,Sedang
