User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Friyant Fatin","Ya","108","1","9 tahun lalu","Tidak","Kebersihan kurang Rasa kurang Harga mahal …"
"Ida Bagus Adie Harymbawa","Ya","103","5","4 tahun lalu","Tidak","Sambalnya enak. Harga akan mahal kalau pesannya Ikan. Kalau selain Ikan masih normal untuk depot."
"Afifudin Rifki","Ya","193","3","5 tahun lalu","Tidak","harganya sangat mahal sekali banget, sambelnya khas krn ada rasa jeruk2nya"
"Lely Mahardhika","Bukan","2","1","2 tahun lalu","Tidak","mahal sekali dan tidak worth it sama sekali 🤣 cari tempat lain aja drpd ketipuuu …"
"Casper Vvip","Ya","33","1","7 tahun lalu","Tidak","Mahal banget gak umum hanya untuk menu sambelan. Tempatnya jorok rasanya dibawah rata2"
"Fahmi Ilhamsyah","Ya","66","5","2 tahun lalu","Tidak","Makanannya enak, sambalnya maknyus... cocok makan bareng teman-teman atau pasangan... mantapp"
"Rion Dwi Saputra","Ya","44","1","5 tahun lalu","Tidak","Nasinya Kuning. Sambalnya besar cobek nya doank, rasanya gak banget. Ayamnya kerassss, gak sesuai pokoknya.."
"Reza R. Hazami","Bukan","3","4","9 tahun lalu","Tidak","First time makan disini.. Sambelnya oke banget.. Sebanding harga dg rasa.."
"Hikmah Nur Azza","Bukan","7","1","10 tahun lalu","Tidak","Dengan harga yg bisa dibilang mahal, lauk pauknya rasanya biasa saja. Tapi sambelnya enak. Lalapannya juga kurang banyak."
"nee Puteri","Ya","83","1","setahun lalu","Tidak","Gak ada pricelist nya. Mahaall Gak akan datang kesini lg"
"Ardimas Raka Adytama","Bukan","2","1","2 tahun lalu","Tidak","Kapok setelah dari sini harganya mengalah""i hotel bintang 5 padahal rasa biasa saja"
"Miranda dewi Pujasari","Bukan","3","2","3 tahun lalu","Tidak","Kaget bgt dengan harga nya super pricey untuk makan bakar2 ☹️☹️rasanya standart"
"Robit AZ","Ya","31","3","2 tahun lalu","Tidak","Terlalu mahal dengan kualitas rasa yg menurun , sorry gue jujur"
"The man","Ya","18","1","5 tahun lalu","Tidak","SAMBAL B AJA, IKAN BAKARNYA GOSONG GAK ADA MANIS2NYA, TEMPATNYA JOROK BANYAK TIKUSNYA, TAPI HARGANYA GILAAAAAAAA MAHALNYA JEBAK ORANG BANGET, PANTESAN GA ADA MENU HARGA SAMA BAYARNYA DISURUH SESUDAH MAKAN. MENDING TUTUP AJA JUALAN GAK BERKAH KASIAN YG GATAU BOS!!! GAK RIDHO GW SUMPAH!!!"
"andika coudeta","Ya","41","4","8 tahun lalu","Tidak","Menunya macem macem... sambel tomatnya oke... Harganya mahalnya ga masuk akal.... hahahahahahah..."
"vinaa","Bukan","2","1","setahun lalu","Tidak","rasa biasa aja mbarai eneg, harga ga masuk uteg"
"Noni DS","Ya","161","4","3 tahun lalu","Tidak","Ikan Bakar nya Lumayan,, untuk harga Lumayan juga yaa 😅 sambel nya enak cuma sayang dikitt,, pelayanannya cepat …"
"Dewanti Pramithasari","Bukan","9","5","setahun lalu","Tidak","enak, tempat makan langganan sama pacar ❤️"
"Wahyu SU","Ya","324","5","8 tahun lalu","Tidak","Pilihan tempat makan dengan opsi ikan bakar atau goreng dekat BG Junction. Tempat luas dan rasanya cukup lezar sebagai alternatif pengfanti.ikan segar"
"Syamsul Hadi","Bukan","14","1","7 tahun lalu","Tidak","Rasa sama harga bagai bumi sama langit jauh. Gak enak mahal pula. Cukup sekali aja."
"susan jeane","Ya","6","5","3 tahun lalu","Tidak","Enak, sambelnya juga , jauh lbh enak drpd trakhir yg sy makan bbrp thn yg lalu"
"Teguh Hardianto","Ya","73","3","4 tahun lalu","Tidak","Makanan enak, kurangnya cukup mahal buat kantong saya. Hehehe"
"Heru Bahu Jatmiko","Ya","62","5","2 tahun lalu","Tidak","Patin paling juara nih, sambelnya josss.. cuma harus siap antri, dan tempat makannya juga ala kadarnya"
"Lutfi Idham","Ya","44","1","setahun lalu","Tidak","OVERPRICED!! Rasa makanannya enak tapi tidak spesial."
"kidzu sinto","Ya","21","4","7 tahun lalu","Ya","Sambelnya berasa pedesnya"
"pratiwanggana sigit","Ya","29","4","7 tahun lalu","Tidak","pilihan lauk nya banyak. yg paling penting 24 jam buka nya. sambalnya jg luyan buat yg suka sensasi pedas."
"Ratna Maulina - Anne Lesmana","Ya","219","1","8 tahun lalu","Tidak","Rasa biasa aja, gada yg istimewa tp harga bintang 5, mahal beut. G bkl k sana n g recommended"
"aditya prama","Ya","38","4","7 tahun lalu","Tidak","Sambelnya mantap pedesnya, gurami bakarnya mantap, 100rb berdua sudah bs makan kenyang"
"Mr H","Ya","75","4","7 tahun lalu","Tidak","Ada harga ada rasa... Emang makanan Padin Ikan Goreng Bakar uenak banget.. Pas dilidah saya..."
"Fifi Velocity","Ya","190","2","6 tahun lalu","Tidak","Mahal. Biasa aja makanannya. Sambelnya aja yg enak. kurang bersih dan kurang nyaman utk family."
"agung pranara","Bukan","15","4","7 tahun lalu","Tidak","harga lumayan mahal makanan & minumannya, yg biasanya spesial itu sambelnya, tapi kemaren agak pahit"
"DELANI Family Indonesia (denny Han)","Ya","380","1","4 tahun lalu","Tidak","Payah...mengenai..mentang2 tamu yg saya bawa bkn org sby...jadi dikerjain harganya..."
"idham kholid","Bukan","10","1","6 tahun lalu","Tidak","harganya sangat sangat mahal. buat yang lapar dan penasaran mending jangan kesini. ketimbang menyesal seumur hidup"
"BRATVA Indonesia","Ya","109","1","3 tahun lalu","Tidak","Masak makan nasi bebek,sambel,lalapan & es teh disini lebih mahal dari makan nasi bebek Peking di Grand Duck King???"
"Margaretta Yulia DR,S. S","Ya","137","1","7 tahun lalu","Tidak","Mahal. Sudah gitu aja. Tempat,pelayanan,rasa,persis kakilima. Harga: mbooookkkk. Mending ke daerah kedungdoro"
"Andy Santoso","Ya","15","1","6 tahun lalu","Tidak","Kalo kasih harga yg masuk akal aja...jgn muluk""....kebersihan kurang + harga ssuuuuppperrrr mahal lgi !!!!"
"Fay 2802","Bukan","6","1","2 tahun lalu","Tidak","Harga tdk ditampilkan dan rasa tdk terlalu enak 'harga menjebak' 😅 …"
"Muhammad Rafi","Bukan","3","1","setahun lalu","Tidak","MAHAL BANGET, APAAN ES JERUK 25K, JERUK SEKILO ITU, NASI 13K"
"Belfry Tanoyo","Ya","205","4","4 tahun lalu","Tidak","Ok. Cuma ayam goreng terlalu kecil. Harga jg ga worth it for that."
"Firman Yusi","Ya","62","4","6 tahun lalu","Tidak","Tempat oke, makanan enak, pilihan menu cukup banyak, harga menarik, tidak kapok datang ke sini..."
"Ira Deseilla Pawa","Ya","20","4","7 tahun lalu","Tidak","Waktu datang disini sekitaran jam 10 malam, cukup ramai, namun penyajiannya cepat. Sambalnya enak."
"Harapan Baru","Bukan","5","5","8 tahun lalu","Tidak","Bagi pengemar kuliner penyetan, padin boleh jd tujuan kuliner ketika anda berada di surabaya.. Sambalnya mak nyusss.."
"kadek dedy a","Ya","466","3","9 tahun lalu","Tidak","Buka 24 jam banyak pilihan menu, sambal dibuatkan pada saat pemesanan"
"Cha Taufik","Ya","169","5","3 tahun lalu","Tidak","Ikan bakar nya, enak bener. Cara manggang yg pro menghasilkan ikan bakar dgn cita rasa istimewa"
"Irianto Atto","Ya","260","3","Diedit 8 tahun lalu","Tidak","Kuliner khas dgn menu utama bebek bakar/ goreng serta bbrp menu ikan atau ayam dgn harga bersaing di surabaya utara"
"M Zulvikar Maulana","Ya","28","5","3 tahun lalu","Tidak","enak banget, harganya worth it to buy rasanya authentik patut dicoba"
"sapto cahyadi","Ya","46","3","7 tahun lalu","Tidak","Harganya..gak masuk akal ikan bawal goreng 60.000 ukuran sedang"
"Kartika Sari","Ya","133","4","6 tahun lalu","Tidak","Sambalnya enak, bumbunya enak. Harganya cukup mahal sih buat makan di tempat yg sederhana"
"Cahyo Hp","Ya","77","4","7 tahun lalu","Tidak","Sambalnya mantap terasa banget perpaduan tomat n trasinya, pilihan lauknya jg banyak."
"Edi Arto","Ya","22","5","4 tahun lalu","Tidak","Sambal ikan bakar nya mantab, tempat nya syahdu untuk makan malam, harga sesuai dengan yang disediakan"
"Aurea Shifra","Bukan","6","2","3 tahun lalu","Tidak","Rasanya biasa aja.sambelnya enak, tp tidak istimewa,,harganya lumayan mahal dgn rasa begonoh"
"Agus Fauzy","Bukan","9","5","7 tahun lalu","Tidak","Aneka sambal menambah selera makan ditambah macam-macam menu ikan dan ayam serta lainnya lokasi strategis dan mudah dijangkau"
"Candra Andhika","Ya","19","1","3 bulan lalu","Tidak","Mahal."
"Hario Pamungkas","Bukan","8","5","6 tahun lalu","Tidak","Mantap masakannya . Salah satu tempat favorit buat isi perut di malam hari 😁 …"
"Saluna Erma","Ya","43","5","5 tahun lalu","Tidak","Warung tempat makan para kreator se indonesia hahahaha enak murah terjangkau sambel ee mantep"
"Mathew Leman","Ya","148","3","4 tahun lalu","Ya","Mahal tapi pencitnya enak"
"Puspita Muntiyarso","Ya","91","3","5 tahun lalu","Tidak","Bumbu bebeknya asin banget. Tapi sambal pencitnya lumaya enak. Tahu nya enak tapi agak hambar."
"Bagus Izul","Ya","52","5","2 tahun lalu","Tidak","Buka 24 jam harga terjangkau , rasa pas dan pelayanan ramah"
"Prajivkh","Bukan","6","1","setahun lalu","Tidak","Harga tidak masuk akal. Rasa b aja nothing special."
"Imelda Kusprobowati","Ya","8","1","7 tahun lalu","Tidak","Harga dan porsi tidak masuk akal, nasi ayam goreng dan es teh jumbo Rp. 51.000,-"
"Ambon Manis","Ya","75","3","3 tahun lalu","Tidak","Mahal sih...klo kelas menengah ke ats sih mungkin gk mahal..tp menengah ke bawah ya jls mahal lah"
"Akbar Habibie","Ya","15","4","8 tahun lalu","Tidak","Buka 24 jam perkiran luas, tapi jikankalian yang budget pas pasan tempat ini tidak cocok bagi anda"
"maessa adellouis","Bukan","6","5","9 tahun lalu","Tidak","Tempat  strategis.... Harga murah meriah dan terjangkau...... Menu sesuai selera dan mantap"
"Nefo Achmad Echwan","Ya","18","5","2 tahun lalu","Tidak","Tempat strategis, tempat nyaman, ada tempat parkir berbayar, penyajian cepat, InsyaAllah amanah"
"android samsung","Bukan","1","2","6 tahun lalu","Tidak","Bebek 1potong dada+nasi putih 47k Es jeruk 17k Luarbiasa..."
"Herwin Johannes","Bukan","3","4","2 tahun lalu","Tidak","Harga terlalu mahal, masakan biasa saja."
"Ry Cubby","Ya","78","4","Diedit 8 tahun lalu","Tidak","yg suka pedes cocok dech mkn disini. buka 24 jam harga lumayan mahal sech"
"SP","Ya","1475","4","7 tahun lalu","Ya","Rasa lumayan, harga relative mahal.."
"ruston nursia","Bukan","4","1","2 tahun lalu","Tidak","Makan di penyetan murmer sama makan di padin beda harga padahal satu cabang"
"Bayu surya arga Sasmita","Ya","53","1","5 tahun lalu","Tidak","Maaf ga akan kstu lagi wes. Harga ne ga masuk akal. Rasanya juga biasaaaa bngt"
"Iwan Taruna Jaya","Ya","43","5","7 tahun lalu","Ya","Sambelnya wow...mantap"
"johanes remy","Bukan","2","1","4 tahun lalu","Tidak","Lele goreng gak ada rasa bumbu, Anyep....dan harganya terlalu mahal"
"taufik salim","Ya","168","1","4 tahun lalu","Tidak","harga nya mahal mehong rasa nya biasa saja  cukup sekali saja mampir di Padin"
"Chaca Hito","Ya","49","5","7 tahun lalu","Tidak","First time d ajak ke sni sma kesayangan sma tmn2 jadi rame gila gtu di table. Enak enak"
"riki sastrasumitra","Ya","236","5","7 tahun lalu","Tidak","Disini saya makan ayam goreng dada + sate ati-ampla + tahu+tempe + esteh manis harga 49rb"
"Riza Dee","Ya","37","5","6 tahun lalu","Tidak","Ikannya besar, 1 ikan bisa 2 nasi. Jd lebih hemat dan mantap,,,tapi porsi nasi nya juga banyaakk bgt ."
"Jequarisman Piliang","Ya","321","5","3 tahun lalu","Tidak","Menu paling lengkap se surabaya, harga murah, bisa di katakan tempat kuliner terenak se surabaya"
"Cecilia Puspasari","Ya","164","5","7 tahun lalu","Tidak","Porsinya sih banyak Tapi harganya artis banget...seimbang sih,enak banget soalnya...gih cobain"
"Ivon Rusiawan","Ya","147","1","7 tahun lalu","Tidak","Mahal bgt euy,makan lele 2 porsi abis 100rb wkwkwk"
"Wisnu Hadi","Ya","189","3","Diedit 3 tahun lalu","Tidak","Lumayan enak. Sesuai Harga.NyA standard di kalangan artis. Menengah ke atas."
"Eko Halim","Ya","465","5","3 tahun lalu","Ya","Paling enak larut malem makan bakaran"
"chano Bara","Ya","41","4","4 tahun lalu","Tidak","Sambal mantap banyak pilihanya, tapi lauk kadang kurang berasa bumbunya"
"Masda Sud","Ya","4","1","7 tahun lalu","Tidak","Mahal banget!!!! Rasa hambar, plain... Tempatnya berantakan gada nyamannya..."
"frans yoga","Ya","179","5","5 tahun lalu","Ya","Mantap rek... sambelnya mantap...."
"Tha Puspitha","Bukan","6","1","2 tahun lalu","Tidak","Bukan kelas restoran , tp kaki lima harga tidak masuk akal"
"Cemilan Bandung Channel","Ya","39","1","setahun lalu","Tidak","Gila makan ikan, jeroan 2 tusuk 361rebu parah weyyy"
"Uzumaki Paijo","Ya","40","3","8 tahun lalu","Tidak","harga lumayan mahal untuk penyetan surabaya, tempat lumayan lah enak untuk makan bareng rame rame"
"ali setiawan","Ya","281","4","7 tahun lalu","Tidak","Lumayan masakan nya....cuma tempatnya kurang luas dan panas ( cuma pakai kipas)"
"Rindang Setyawan","Ya","16","3","2 tahun lalu","Tidak","Rasannya kurang begitu enak, pelayanan sangat ramah dan cepat"
"DAVIT SAPARINGGA","Ya","37","4","6 tahun lalu","Ya","Sambel nya enak. Harganya lumayan."
"Tio Abie Yoga","Ya","12","1","6 bulan lalu","Tidak","Laranggg menang viral tok"
"avid kusariono (avidk)","Ya","11","3","setahun lalu","Tidak","Datengnya pas bubaran clubbing, sangat rekomen sekali. Hahahaha"
"mila fidayanti","Bukan","12","1","7 tahun lalu","Tidak","rasa biasa. harga mahalnya luar binasa.... kapok makan sini lagi"
"santoso tan","Ya","380","5","2 tahun lalu","Tidak","Sambal nya mantap, variant ikan perlu ditambah."
"Irma Julianti","Bukan","6","1","3 tahun lalu","Tidak","Harga terlalu mahal dengan rasa dan penyajian nya ga wajar"
"ratih sulistyowati","Ya","75","4","6 tahun lalu","Ya","Enak untuk sambal dan tahu gorengnya, maknyus"
"D. Martyra Niyhel","Ya","103","1","Diedit 7 tahun lalu","Tidak","Sambalnya satu cobek bisa bat rame2.. But so expensive 😭.. …"
"Jojo Rio","Ya","32","1","6 tahun lalu","Tidak","Makanan harganya g masuk akal kapok makan disini mending ke restoran sekalian"
"Nita Puspitasari","Ya","97","2","7 tahun lalu","Tidak","Utk rasa ikan,ayam,dll&sambel'na biasa sj,yg unggul'na mngkn bka'na 24 jam"
"Kulinerku","Ya","265","5","8 tahun lalu","Tidak","Rumah makan buka 24jam, lokasi tepat di jantung kota surabaya, bersebelahan dengan pasar bubutan surabaya"
"Nisa Faticha","Ya","18","5","6 tahun lalu","Ya","Tempat para artis.. sambel enak mantap pedasnya, harga lumayan buka 24jam"
"Netaniacefira Kezia","Bukan","3","1","setahun lalu","Tidak","MAHAL, IKAN KAKAP 200rb SANGAT KECIL, MAKANAN GAK ENAK!!!!!!"
"Titik nur hayati","Ya","15","3","5 tahun lalu","Tidak","Sambel koreknya mantap,sambel pencit lumayan,sambel tomat biasa Harga standard"
"Irbah Mufidah","Ya","55","1","9 bulan lalu","Tidak","Entah itu naruh harga maksudnya gimana"
"ARSIG 007","Ya","30","1","setahun lalu","Ya","Nggak recomended"
"adjie m","Ya","100","1","6 bulan lalu","Tidak","harga di luar nalar"
"Fenti Guspita","Ya","107","3","3 tahun lalu","Ya","Sambalnya mantap n unik"
"Muhammad Alfan Surya","Ya","48","4","9 tahun lalu","Tidak","Cocok buat yg lapar di malam hari, khususnya jaga jam 00:00-04:00. Hehe"
"Yudianto Joga","Ya","307","4","9 tahun lalu","Tidak","Banyak pilihan, buka 24 jam. Selalu fresh dan enak. Sayang kalau sore banyak pengamen"
"ade andreani","Ya","32","5","3 tahun lalu","Tidak","Sambal paling segar dan paling enak se Surabaya. Mahal tapi memang mantab! Seenak itu."
"Reza Masyhud","Ya","33","3","6 tahun lalu","Tidak","Ada kecoa di tempat sampah  sebelah wastafel, semoga kedepan lebih baik lagi untuk kebersihan."
"Dedyn Prayoga","Ya","16","3","8 tahun lalu","Tidak","Makanannya biasa, sambalnya yg lumayan enak bisa milih, tidak pedes sampai pedes banget"
"Dimas Syahrul","Ya","44","5","4 tahun lalu","Tidak","Banyak pilihan bermacam macam ikan. Porsi cukup banyak. Tp harganya selangit.."
"Hendra Widjaja","Ya","278","1","6 tahun lalu","Tidak","Masakan ya gak seperti dulu Tahun 2010 sangat enak sambalnya dan goreng ikanya kering"
"PRASETIA EKO BHIHARDJA","Bukan","9","4","5 tahun lalu","Tidak","Tempat cukup bersih, bumbu ikan bakar kurang meresap,sambel lumayan"
"Muhammad Mukhlas","Ya","88","4","7 tahun lalu","Tidak","Banyak pilihan menu. Bisa digoreng atau dibakar. Sambel sesuai selera pedasnya. Buka 24 Jam"
"Syarifah Kezimando","Bukan","16","5","4 tahun lalu","Tidak","Makananya memuaskan cuma wastafel n toilet mohon lebih bersih lagi"
"wisnu asmara","Ya","37","5","7 tahun lalu","Tidak","Saya tdk bingung2 mncarikn tamu  saya makan.yg enak dn setabil harga."
"david jo","Ya","29","1","8 tahun lalu","Tidak","Utk level warung..hargae mahal sekali... mending pecel ambulan sak jalan deket"
"andik mahendra","Ya","474","4","9 tahun lalu","Tidak","Enak,nyaman,rame. Cocok buat nongkrong sama temen2. Harga agak mahal"
"ari nurdin","Ya","41","3","3 tahun lalu","Ya","Enak sambelnya tapi pastikan tanya harga yang dulu biar gak kaget ya..."
"Buyung Maulana","Ya","8","1","9 tahun lalu","Tidak","Rasa biasa tempat kotor harga selangit . Gak recommend sama sekali"
"Mike Wijaya","Ya","28","1","7 tahun lalu","Tidak","Mahal dan kurang enak masakannya, tdk ada daftar harganya..."
"azizah mila","Ya","22","5","2 tahun lalu","Tidak","Sambelnya mantep, lauknya fresh, ikan bakarnya manteppppp"
"ini budi","Ya","53","4","Diedit 6 tahun lalu","Tidak","Putus sm pacar..?? Stress berkepanjangan..?? Pesan sambel pedes e polll.. insha alloh ilang masalahnya wkwk"
"Rudi Anto asik","Ya","31","5","4 tahun lalu","Tidak","Saya mitra grab food, kastamer saya mesan ayam goreng dan lele goreng, saya nunggu 25,mnt udah jadi dan cepat"
"aditya okky rifanza","Ya","25","5","7 tahun lalu","Tidak","Sangat recomended bagi yg suka kuliner pedas..banyak pilihan menu penyetan.."
"Wayan Mardana","Ya","74","4","9 tahun lalu","Tidak","Rasanya biasa aja, harga juga kurang sesuai, yg diunggulin buka 24 jam aja"
"Bobby Radityo","Bukan","3","1","2 tahun lalu","Tidak","Kalo ada bintang minus cocok sih buat tempat makan ini"
"herinta atha","Ya","5","5","8 tahun lalu","Tidak","Makanannya enak banget. Mau nambah juga gak akan kenyang2 😋 …"
"Yogik Prasetyo","Ya","46","5","6 tahun lalu","Tidak","Langganan kalau sedang ke Surabaya, sambal mangga muda nya gak ada dua nya!"
"Abdul Waris","Ya","13","5","4 tahun lalu","Tidak","Ikan nya enak dengan sambal yang sesuai selera rakyat indonesia...tempatnya bersih"
"Nurhayati Marbain","Ya","442","5","2 tahun lalu","Tidak","Makanan nya lumayan ..enak...suasana santai"
"Alicia Joris","Bukan","7","1","5 bulan lalu","Tidak","mahal ya ternyata"
"Bron Van Leven Chanel","Bukan","5","1","setahun lalu","Tidak","Sudah kapok makan disitu harganya gak masuk akal"
"didit p","Ya","531","4","8 tahun lalu","Tidak","tempatnya ramai dan bisa pilih sambal unt rasa standart saja"
"Mbak Rheni","Ya","158","2","9 tahun lalu","Tidak","Terlalu mahal,panas , kasir yg laki2 terlalu arogan gak menghargai pembeli"
"Fiki Ahmad Khoeruman","Ya","528","1","4 tahun lalu","Tidak","mahal dan tempatnta gk nyaman, harga tdk sesuai rasa"
"Annisa Rasitami","Ya","80","3","7 tahun lalu","Tidak","Biasa aja. Pernah makan yg lebih enak dengan harga yg lebih bersahabat."
"Ricky Wirawan","Ya","187","1","7 tahun lalu","Tidak","ini tempat makan apa tempat foto ya, dimana2 kok ada foto.. makanan biasa aja mahal ga ketolongan"
"Alex putra","Bukan","2","1","4 bulan lalu","Tidak","Kapok....makan disini"
"S Aprilya Chrysti","Ya","202","3","7 tahun lalu","Tidak","Rasa enak, tapi harga agak mahal mengingat tempatnya juga ga seberapa bagus."
"Dhany 1645","Ya","363","5","6 tahun lalu","Ya","Ikan bakar 24 jam"
"ADIY","Ya","60","4","3 tahun lalu","Tidak","Lalapan termahal yang pernah di makan, but so far the best lah rasanya"
